SQ_CANDIDATO,NR_CANDIDATO,NM_CANDIDATO,NR_PARTIDO,NM_PARTIDO
210002119400,22022,ANTONIO JOSE LIMBERGER,22,PARTIDO LIBERAL
210002285023,13000,LUIZ BINSFELD,13,PARTIDO DOS TRABALHADORES
210002286380,11555,MARIA LUCIA GOULART OST,11,PROGRESSISTAS
210002170447,15015,JEFERSON CHAVES CARDOZO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002350262,12456,DELMAR NUNES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002355750,40000,GIOVANI VELOZO BORGES,40,PARTIDO SOCIALISTA BRASILEIRO
210002356944,13,ALISSON FERRONATO DOS SANTOS,13,PARTIDO DOS TRABALHADORES
210002173400,12,JOSÉ ROBERTO DE OLIVEIRA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002357360,15044,SANDREI CAMILOTTI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002355850,45444,CLEUSA DE CARVALHO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002326525,11111,JOÃO ROBERTO DA FONSECA,11,PROGRESSISTAS
210002359137,11618,TERESINHA GISSELDA NORONHA SACHET,11,PROGRESSISTAS
210002107339,12111,ANDREIA LOPES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002109618,13,CLEUSA MARIA ZADINELO,11,PROGRESSISTAS
210002111464,44,LEONIR CARDOZO,22,PARTIDO LIBERAL
210002114807,10622,ADMIR ANTONIO DE OLIVEIRA,10,REPUBLICANOS
210002116943,22215,IVAN RODRIGUES,22,PARTIDO LIBERAL
210002117377,25665,EDUARDO MEDEIROS SARMENTO,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002119405,22333,TELMO NESTOR BERGER,22,PARTIDO LIBERAL
210002120434,44305,SHAIANE WICKBOLDT QUEVEDO,44,UNIÃO BRASIL
210002234120,44500,ALDECIR ANTONIO VICENSI,44,UNIÃO BRASIL
210002236370,45000,FABIO MARTINS DA SILVA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002237904,22,PRISCILLA DOS SANTOS HARTMANN,22,PARTIDO LIBERAL
210002238092,15015,DIEGO BERTI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002181717,13123,DIEGO HIDER MACIEL,13,PARTIDO DOS TRABALHADORES
210002325855,13513,ROSA MARIA SCHMALFUSS BORGES,13,PARTIDO DOS TRABALHADORES
210002235341,11456,EVERTON LUIS HUNING FARIAS,11,PROGRESSISTAS
210001920265,22333,CAROLINA BERLESI GERMANO,22,PARTIDO LIBERAL
210001927166,11333,APARECIDA DE FÁTIMA NEVES PEREIRA,11,PROGRESSISTAS
210001937776,55700,PAULO ALEXANDRE MENEZES DA SILVA,55,PARTIDO SOCIAL DEMOCRÁTICO
210001985210,12500,LUCI RODRIGUES DE ALMEIDA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001986642,55333,GABRIEL VIDAL BRAGA,55,PARTIDO SOCIAL DEMOCRÁTICO
210001990529,45555,DAMARIS ANGELICA NOSCHANG,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001993658,13113,JOÃO PAULO FERREIRA MACEDO,13,PARTIDO DOS TRABALHADORES
210002033859,25666,CARLOS ALBERTO MAC CORD LANES,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210001984257,15500,NEORI ROBERTO ESBERCI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001984936,11177,MÁRCIA REJANE CRUZ DE LIMA FUHR,11,PROGRESSISTAS
210002045976,10300,ANTONIO SERGIO ARAUJO PRESTES,10,REPUBLICANOS
210002050300,11612,WERNO FRANCISCO BOURSCHEID,11,PROGRESSISTAS
210001993644,25188,SAMIR DOS SANTOS BARBOSA,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002033842,44000,ELISANGELA CARDOSO DA SILVA,44,UNIÃO BRASIL
210002034811,22220,EVERTON OLIVEIRA DA COSTA,22,PARTIDO LIBERAL
210002037128,10369,ANGÉLICA STRAUSS DE ANHAIA,10,REPUBLICANOS
210002042718,55000,LUCAS SOUZA DE ABREU,55,PARTIDO SOCIAL DEMOCRÁTICO
210002130392,12269,ERLO STREY,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002047942,12,LAURO GATTO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002049384,15000,ALAN TURMINA LAZARI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002306055,55777,LELIO BLODORN BLANK,55,PARTIDO SOCIAL DEMOCRÁTICO
210002226068,20520,MICHEL BIRMANN MOUSQUER,20,PODEMOS
210002226074,15022,CLAUDIOMIRO HACK,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002230440,12777,LEONARDO ANDRÉ DUMMEL,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002294137,22777,JONAS GUERINO PASQUALOTTO,22,PARTIDO LIBERAL
210002241030,40000,ERVANDIL SAUL,40,PARTIDO SOCIALISTA BRASILEIRO
210002313069,13013,SADI VALDOMIRO KEITEL,13,PARTIDO DOS TRABALHADORES
210002228120,11333,MILTON ATEMIO LOTTERMANN,11,PROGRESSISTAS
210002232985,44000,ADAIRTO DA ROSA,44,UNIÃO BRASIL
210002291442,11555,SILVIO SANTANA MACHADO,11,PROGRESSISTAS
210002291837,15000,JEFFERSON DAPPER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002296063,12624,EDMUNDO SILVA DE SOUZA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002301207,12789,PAULO COMANDULLI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002243606,11,ADILSON CORTELETI,11,PROGRESSISTAS
210002243625,40246,KÁTIA SINARA SILVA MACHADO,40,PARTIDO SOCIALISTA BRASILEIRO
210002310211,13,GEOVANE HAUBMAM RODRIGUES,13,PARTIDO DOS TRABALHADORES
210002313258,13610,ADEMIR ALTAIR RADER,13,PARTIDO DOS TRABALHADORES
210002316699,15555,OSMAR CARLOS MARINHO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002317934,12345,ANDRESSA DOS SANTOS VIEIRA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002318432,25900,TEREZINHA EMA BELLINI,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002323878,22123,CLEUSA MARIA TAGLIAN CURTARELLI,22,PARTIDO LIBERAL
210002288665,10123,RIVELINO PEREIRA RIBES,10,REPUBLICANOS
210002288668,10241,LUÍS NUNES SILVEIRA,10,REPUBLICANOS
210002351700,15500,SIRLEI DOS SANTOS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002359094,45555,ADILAR FAVARETTO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002359735,15013,EVERTON DANIEL CARDOSO DE SOUZA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002360152,15888,RAFAEL BAUMGRATZ,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002352173,15123,JOSÉ AILTON MOREIRA CABRAL,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002227912,45666,ROSANE TEREZINHA CARDOSO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002291130,12024,JOÃO CARLOS DA SILVA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002296020,44180,NESTOR DA SILVA NUNES,44,UNIÃO BRASIL
210002300097,45000,MARCELO FRANÇA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002301127,22122,LEONILDA DA SILVA SANTANA,22,PARTIDO LIBERAL
210002246505,11,DEINNER JARBIEL MAURER,11,PROGRESSISTAS
210002248126,12345,CLAIR JOSÉ BENINI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002248289,11011,MARIALICE BRANCHER,11,PROGRESSISTAS
210002225971,44000,MARCOS PAULO DE SOUZA JUNIOR,44,UNIÃO BRASIL
210002226018,45123,JOAO DA SILVA CHAVES,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002226270,20555,ALGEMIRO DO NASCIMENTO,20,PODEMOS
210002310664,22222,WILLIAN FELIPE HOLZ,22,PARTIDO LIBERAL
210002227920,45100,MÁRCIO DOS SANTOS JÚLIO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002230689,13333,PEDRO RODRIGUES LOPES,13,PARTIDO DOS TRABALHADORES
210002295541,11140,EDILENE FATIMA POGORECKI,11,PROGRESSISTAS
210002296037,44,DANIEL RAMOS DA SILVA,44,UNIÃO BRASIL
210002297894,55768,MAGDA TEREZINHA MARINHO SILVEIRA,55,PARTIDO SOCIAL DEMOCRÁTICO
210002299834,11650,VORLEI RANNOW,11,PROGRESSISTAS
210002301210,12345,JULIANA LINK DE PARIS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002316698,15115,NAIRA PAC,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002324907,15222,MIKAEL FARIA MACHADO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002252537,12345,LUCIANO CARMINATTI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002310385,11444,IVAN TONELLO,11,PROGRESSISTAS
210002310429,22222,RODRIGO RABUSKE,22,PARTIDO LIBERAL
210002312624,44678,JONES OTÁVIO STECANELLA,44,UNIÃO BRASIL
210002287233,15030,VILMAR MORONI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002135367,11,VANDERLEI ADILIO ANTUNES PINTO,11,PROGRESSISTAS
210002137219,44320,CLEITON RIBEIRO LOPES,44,UNIÃO BRASIL
210002140659,55111,MARCIELI OLIVEIRA MARIANO,55,PARTIDO SOCIAL DEMOCRÁTICO
210002140667,55007,SIDINEI DO NASCIMENTO,55,PARTIDO SOCIAL DEMOCRÁTICO
210002140942,11789,GILMAR GIESE,11,PROGRESSISTAS
210002194909,11050,JOEL EDUINO HERZOG,11,PROGRESSISTAS
210002258173,22987,DARLEI PRADELLA,22,PARTIDO LIBERAL
210002263631,15680,ELIANE DE VARGAS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002136075,55,ADRIANO LICIO DE OLIVEIRA,55,PARTIDO SOCIAL DEMOCRÁTICO
210002199492,15,JOSÉ MARIO DOS SANTOS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002203997,55000,SILVANA DE SOUZA,55,PARTIDO SOCIAL DEMOCRÁTICO
210002206538,15600,ANTÔNIO MARCOS SCHEFER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002206839,15111,LUCIANA LEON OZÓRIO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002254004,45600,URSULA KOENIG,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002263962,13456,ORLY INÁCIO REIDEL,13,PARTIDO DOS TRABALHADORES
210002262586,12999,RAFAEL FRANK,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001883697,20001,CINTIA REGINA FREITAS ROCKENBACH,20,PODEMOS
210001883756,40123,DOUGLAS RODRIGUES PERCOSKI,40,PARTIDO SOCIALISTA BRASILEIRO
210001939738,10333,BRUNA FLORENCIO DA SILVA,10,REPUBLICANOS
210001941263,15369,ALCIDES PEDRO SERAFINI DE MARCHI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001941388,22520,MARILEI DE FATIMA RIBEIRO DE MELLO,22,PARTIDO LIBERAL
210001949277,12127,NITA MARIA MACEDO DA SILVA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001950036,11232,IZAIR TIETBOHL DA ROSA,11,PROGRESSISTAS
210001952983,10999,CÂNDIDO DOS SANTOS CAZUNI,10,REPUBLICANOS
210001956644,45455,VERA LUCIA MELGAREJO ALVIENE,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001942026,44100,JÚLIO CÉSAR LAMIM MARTINS DE OLIVEIRA,44,UNIÃO BRASIL
210001943697,15555,PAULO KIRSTEN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001948633,15600,MARCELO DE OLIVEIRA EBERSOL,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001995120,11112,LINDOMAR PAZ PEREIRA,11,PROGRESSISTAS
210001995366,40000,ADRIELE GABRIELA CARVALHO VARGAS,40,PARTIDO SOCIALISTA BRASILEIRO
210001996295,22,ANDRÉ LUIZ ROKOSKI,22,PARTIDO LIBERAL
210001999050,44022,WILLIAN ADAIR MELO SILVA,44,UNIÃO BRASIL
210002001234,45450,JORGE FACHINI,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002057399,22345,JOÃO PAULO PEDROSO BARTEL,22,PARTIDO LIBERAL
210002057701,12345,CAMILLA TUDISCO VILAS BOAS COMPAGNONI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002062599,22123,SAMUEL PINHEIRO FISCHOEDER,22,PARTIDO LIBERAL
210002063146,45111,JULIANA BORBA DA ROSA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002152766,10121,ALEXANDRE LAZZARI,10,REPUBLICANOS
210002157153,55000,CLÁUDIO ROBERTO DE MELLO,55,PARTIDO SOCIAL DEMOCRÁTICO
210001956609,11608,FERNANDO BRIGO,11,PROGRESSISTAS
210001956876,10888,GUSTAVO BISSO TEIXEIRA,10,REPUBLICANOS
210001996280,22123,ALVINO SILVEIRA MACHADO,22,PARTIDO LIBERAL
210001998374,45001,LUIS FELIPE NAIBERT DA SILVA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002000733,45,EZEQUIEL SOARES TERRA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002006123,12500,MARIA JOSÉ DUTRA RUY,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002051189,11,JOSE GILNEI MANARA MANZONI,11,PROGRESSISTAS
210002053702,12555,VELCIR SILVA DE MELLO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002062123,22238,CLAUDETE CAMPELIM DA ROSA,22,PARTIDO LIBERAL
210002063199,10500,RODRIGO MATHEUS CORREA,10,REPUBLICANOS
210002063719,11,EVANDRO FÁBIO ZUCH,11,PROGRESSISTAS
210002146450,45889,ADRIANA GODOI LANGORT,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002154857,15500,LUDMILA FABRES ZANETTI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002157587,11192,SÉRGIO ROBERTO PEREIRA DE LIMA,11,PROGRESSISTAS
210002251077,15150,RENATO PEREIRA VARGAS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002195851,11000,CARLOS EDUARDO SANDRI,11,PROGRESSISTAS
210002198320,15963,ARLINDO LUIZ DE FREITAS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002203855,25777,EMERSON ANDREIS SANTAREM,25,PARTIDO RENOVAÇÃO DEMOCRÁTICA
210002258951,12777,ALTAIR ANTUNES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002194311,10200,RICARDO DOS SANTOS,10,REPUBLICANOS
210001939736,10123,PAULO ROBERTO DE LIMA DIAS,10,REPUBLICANOS
210001940974,10110,PAULO CESAR LESSA BETTIM,10,REPUBLICANOS
210002196478,13,LEODEGAR RODRIGUES,13,PARTIDO DOS TRABALHADORES
210002198586,40140,EDILAMAR MARQUES DA SILVA,40,PARTIDO SOCIALISTA BRASILEIRO
210001948210,13000,HELIO SANTOS FERREIRA,13,PARTIDO DOS TRABALHADORES
210001948637,15611,JOÃO ALCIDES GAUTÉRIO GONDRAN,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001948638,15007,RENATO MARQUES ANTIQUEIRA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001951150,44150,MAICON EDUARDO LAFOURCADE,44,UNIÃO BRASIL
210001953959,55160,VOLNEI RODRIGO KUNZ WILDNER,55,PARTIDO SOCIAL DEMOCRÁTICO
210001955776,15789,ALDECIR MASSIMIANO MOREIRA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002202895,22444,LENITA MARIA BEAL MIGLIORANSA,22,PARTIDO LIBERAL
210002204666,11222,GABRIEL RODIGHERI DE OLIVEIRA,11,PROGRESSISTAS
210001995019,11,MICHAEL KUHN,11,PROGRESSISTAS
210002259018,13013,MARIA CAROLINE LEICHTWEIS,13,PARTIDO DOS TRABALHADORES
210002262240,15,SADI TOLFO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002264422,45777,GILMAR JOSE SCHUSSLER,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002264539,36456,ANTÔNIO LAERTE DE ALMEIDA PARDELINHAS,36,AGIR
210002286924,44045,JOSÉ AUGUSTO GIL NIEDERAUER,44,UNIÃO BRASIL
210002373159,20999,ADRIANO EMÍLIO AMARAL NITSHKE,20,PODEMOS
210002001173,22,ADRIANE GARCIA RODRIGUES,22,PARTIDO LIBERAL
210002005037,45123,NAIR MERTINS,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002051303,45145,EVELISSE DE ALMEIDA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002058725,10610,AUGUSTO JOSÉ DA ROSA RABER,10,REPUBLICANOS
210002062589,11123,RUBENS ANTONIO BERTAZZO,11,PROGRESSISTAS
210002063418,15678,MATHEUS HOLZ DA SILVEIRA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002146018,40,MAICO JUAREZ BERGHAHN,40,PARTIDO SOCIALISTA BRASILEIRO
210002150068,11211,GILBERTO DOS SANTOS PEREIRA,11,PROGRESSISTAS
210002151462,15015,JOCELAINE BRAUNER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002156165,11999,LEONIR SCHÜLER,11,PROGRESSISTAS
210002157320,12444,DAISE MARIA BETTCHER,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002267703,45112,DILETO FERREIRA BRANDÃO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002365728,22123,FELIPE BENINI,22,PARTIDO LIBERAL
210002367878,22,PAULO ANDRÉ MEYRER,22,PARTIDO LIBERAL
210002369082,20444,PLINIO NESTOR DUARTE,20,PODEMOS
210001883491,20710,MICHELE DE OLIVEIRA RODRIGUES,20,PODEMOS
210001939739,10111,CRISTIAN DA SILVA MACHADO,10,REPUBLICANOS
210001941384,22333,ZAIDA OLIVEIRA DIMER,22,PARTIDO LIBERAL
210001941505,43123,DANIEL AMARAL DA SILVA,43,PARTIDO VERDE
210001952844,40888,ANA CRISTINA GULARTE FERREIRA,40,PARTIDO SOCIALISTA BRASILEIRO
210002006838,40789,ROGERIO CAMERA AMARAL,40,PARTIDO SOCIALISTA BRASILEIRO
210002052685,44133,IRACI JAEGER DO NASCIMENTO,44,UNIÃO BRASIL
210002057347,44789,SANDRO ADEMIR FROEDER,44,UNIÃO BRASIL
210002058481,10017,MARIA DENISE ROHDEN,10,REPUBLICANOS
210002064682,40192,MARIA SOARES PEREIRA,40,PARTIDO SOCIALISTA BRASILEIRO
210002153786,12412,MARCELO BECHAIRA,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002157113,13313,PAULO EMILIO BORGES SILVEIRA,13,PARTIDO DOS TRABALHADORES
210002159209,22003,ELOIR JOCENIR FERNANDES DE LIMA,22,PARTIDO LIBERAL
210001909034,11777,MARISTELA JOSIANE PAZ,11,PROGRESSISTAS
210001912432,22345,PAULO ROBERTO DOS SANTOS,22,PARTIDO LIBERAL
210001912638,10456,MATEUS FONSECA PEREIRA,10,REPUBLICANOS
210001913578,45387,RONALDO SILVA DE SOUZA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001914897,10789,JAIRO ALEXANDRE HECK,10,REPUBLICANOS
210001918464,12555,JOSE LADIR DA SILVA CARDOSO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001919013,40000,CRISTINA FERNANDES OLIVEIRA,40,PARTIDO SOCIALISTA BRASILEIRO
210001972041,13123,CLAUDETE TERESINHA PAVANATTO DE SOUZA,13,PARTIDO DOS TRABALHADORES
210001972865,15000,GERSON ANTONIO ROYER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001973642,11630,EDISON POZZEBON,11,PROGRESSISTAS
210001977715,11122,CLEITO FERABOLI,11,PROGRESSISTAS
210001978253,22022,BERNARDO DE SOUZA DE MATTOS,22,PARTIDO LIBERAL
210002024300,45125,ALCINDO JOSÉ ARNOLDH,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001908965,22322,GILBERTO SIDENEI PINTO,22,PARTIDO LIBERAL
210002332268,11000,RENATA BURIN,11,PROGRESSISTAS
210002332469,40777,VENILSON ROBINSON NOGUEIRA,40,PARTIDO SOCIALISTA BRASILEIRO
210002337667,12333,ZENAIDE GEMA D AGOSTINI BAZZOTTI,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210001910947,11411,SIMONI ROSANA HAAG DA ENCARNAÇÃO,11,PROGRESSISTAS
210001916635,15118,DENIS ANDRADE PEREIRA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002340840,11011,IVAN SBEGHEN,11,PROGRESSISTAS
210002345813,15115,SIDINEI FARIA POLIS,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002346100,22456,LUIS FERNANDO PIRES,22,PARTIDO LIBERAL
210001918963,30098,JAIR VARGAS NERY,30,PARTIDO NOVO
210001976945,10333,LIRIANE SILVEIRA DA ROSA,10,REPUBLICANOS
210001977041,15211,ANA CRISTINA DA SILVA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002023255,22224,INGRID RÜHRWIEM,22,PARTIDO LIBERAL
210002023661,15122,LUTIMAR ABREU PAES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002026274,44018,SUZANA MARIA KUNST,44,UNIÃO BRASIL
210002027917,22000,FELIPE COELHO PINTO,22,PARTIDO LIBERAL
210002029605,13613,THAÍS MARIA FERREIRA SAMPAIO,13,PARTIDO DOS TRABALHADORES
210002270912,40222,CLARICE COSTA FERREIRA WARKEN,40,PARTIDO SOCIALISTA BRASILEIRO
210002272212,44999,ESTELINA PEREIRA DUTRA,44,UNIÃO BRASIL
210002333872,10601,HILARIO LUIZ OSTROWSKI,10,REPUBLICANOS
210002333876,10999,JOEL JOSÉ KUROWSKI,10,REPUBLICANOS
210002334860,11258,JULIANO NUNES,11,PROGRESSISTAS
210002343377,40444,CARLOS ALBERTO BERGMANN,40,PARTIDO SOCIALISTA BRASILEIRO
210002343542,11211,MARINEZ FATIMA CIBULSKI MUNARO,11,PROGRESSISTAS
210002159601,55222,ANDRESA BOER BELLOCHIO,55,PARTIDO SOCIAL DEMOCRÁTICO
210002211266,20777,LUCIANA AMARO LOPES BAUM,20,PODEMOS
210002214422,11444,JULIANA KOMMERS BRUDNA,11,PROGRESSISTAS
210002222578,40333,LUIZ CARLOS DE BASTOS ALVARISTO,40,PARTIDO SOCIALISTA BRASILEIRO
210002281745,10123,AIRTON REINHEIMER,10,REPUBLICANOS
210002217522,45800,VINICIUS HORBACH PIAZZA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002219730,15555,MICHELE DA SILVA ROCHA,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002220409,20227,CELAIR SALETE MILKIEWICZ DO NASCIMENTO,20,PODEMOS
210002273662,45045,VINICIUS DRESCH HENZ,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001894364,15555,LUCILENE FERNANDES,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210001894585,11500,GENILSON MARCON,11,PROGRESSISTAS
210001895037,15,VANDERLEI VILI PETRY,20,PODEMOS
210001906807,20002,MARIA REGINA MULINARI RONCHETI,20,PODEMOS
210001964882,22225,JOÃO OLAVO MULLER,22,PARTIDO LIBERAL
210002016594,22777,SIRLANE LUCILA DO AMARAL GODINHO,22,PARTIDO LIBERAL
210002017910,13349,DAGOBERTO FREITAS DE OLIVEIRA,13,PARTIDO DOS TRABALHADORES
210002020242,55666,FABIO DA SILVA SOUZA,55,PARTIDO SOCIAL DEMOCRÁTICO
210002021263,40140,FERNANDO JOSÉ RODRIGUES DOS SANTOS,40,PARTIDO SOCIALISTA BRASILEIRO
210002069458,12345,TISIANO ROLOFF,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002069750,13468,ANTONIO LEONEL RODRIGUES SOARES,13,PARTIDO DOS TRABALHADORES
210002075695,11,PROTÁSIO PEDRO BUTZEN,11,PROGRESSISTAS
210002076328,55789,RONALDO SEVERO DA SILVA,55,PARTIDO SOCIAL DEMOCRÁTICO
210002161054,45123,JULIANO LEAL LEITE,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002163388,15615,SONIA MARIA WERNER,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002250464,44333,VANDERLEI LUCIANO ZANELLATO,44,UNIÃO BRASIL
210002251170,13333,JOICE DANIELE GOMES DOS SANTOS,13,PARTIDO DOS TRABALHADORES
210002166861,44004,JOAO MARCOS JUNIOR GOMES DA SILVA,44,UNIÃO BRASIL
210002222814,12000,ROSIANE MARTINS,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002224008,11111,JATIR MIRI,11,PROGRESSISTAS
210001885091,40,LUCIANE ZIMMERMANN COSTA,13,PARTIDO DOS TRABALHADORES
210001901143,45456,CLARICE SALETE PAIDA TRAMONTINA,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210001902120,22777,VAGNER SILVA DE VASCONCELOS,22,PARTIDO LIBERAL
210001957106,20020,GUSTAVO HENRIQUE DE OLIVEIRA,20,PODEMOS
210001957561,11,ANDRESSA BIRKE,11,PROGRESSISTAS
210001965925,22222,FRANCIELA NARA MERTEN,22,PARTIDO LIBERAL
210002011157,45777,ERALDO VELHO MACEDO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002014260,20555,MARCIO CANAL,20,PODEMOS
210002019750,45777,OTAVIO FRONTINO DE SOUZA FILHO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002020288,44567,ELOCIR PINTADO SWENSSON,44,UNIÃO BRASIL
210002067918,20123,FLAVIO GILMAR DA SILVA,20,PODEMOS
210002072895,45012,BRUNA MORESCO,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA
210002076345,55777,CÍCERO RAMON PEDROSO MARTINS,55,PARTIDO SOCIAL DEMOCRÁTICO
210002087804,12222,MARCO ANTÔNIO CORREA MONTEIRO,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002164186,55525,LINO OSCAR BRUXEL,55,PARTIDO SOCIAL DEMOCRÁTICO
210002167825,18018,OLGA FRANCISCA DA SILVA ROCHA,18,REDE SUSTENTABILIDADE
210002105456,13123,MAIQUI POLLI,13,PARTIDO DOS TRABALHADORES
210002108464,40888,DEJALMO RIVELINO FOSS DA CRUZ,40,PARTIDO SOCIALISTA BRASILEIRO
210002108715,45,VALÉSKA MACHADO DA SILVA WALBER,10,REPUBLICANOS
210002119456,10200,MILTON ANTONIO ISIDORO DA SILVA,10,REPUBLICANOS
210002119981,11666,JOSÉ ANDRÉ SCHMITT,11,PROGRESSISTAS
210002122833,15015,ENI MATTIELO TEDESCO,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002170280,12,VILMA ELISA DA ROSA RODRIGUES,12,PARTIDO DEMOCRÁTICO TRABALHISTA
210002186841,15615,WILSON CHIGENOSKI,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO
210002187713,11,MACIEL MARASCA,11,PROGRESSISTAS
